IDH,Médio,Alto,Muito Alto
2013,9718.515028189962,312.05728667601005,0.0
2014,9995.657561748161,275.983859234571,0.0
2015,9153.917329524429,278.9211648844401,0.0
2016,8339.966242664283,313.5200023612118,0.0
2017,8521.575243272842,395.6562850100414,0.0
2018,8842.456381196496,325.6847880971449,0.0
2019,9228.571,377.694,0.0
