IDH,Médio,Alto,Muito Alto
2013,137532.79468226183,2383.4199423258274,0.0
2014,136701.43887724352,2516.2131575063413,0.0
2015,134115.4680853406,2194.8280374319743,0.0
2016,125562.17415455129,1972.0702566949108,0.0
2017,124677.60522281626,2135.1914145558617,0.0
2018,132613.3610818395,2386.0722737944047,0.0
2019,138280.96,2756.08,0.0
